id,context,utterance,implicature,implicature2
32473,Do you read biographies?,I loved Nelson Mandela's new biography.,1,Yes
32474,Do you enjoy clubs?,I'm a member of many clubs.,1,Yes
32475,Do you like living it here?,I live it up.,1,Yes
32476,Are you into classic rock?,Billy Idol was an old favourite.,1,Yes
32477,Do you attend concerts?,I love going to the symphony on the weekends.,1,Yes
32478,Are you employed full-time?,I work part-time.,0,No
32479,Do you like fictional books?,I like non fiction,0,No
32480,Do you like Romance Novels?,They're way too sappy.,0,No
32481,You living alone?,It's me and my family.,0,No
32482,Do you like turkey?,I do at Christmas,1,Yes
32483,Have you considered other states?,I have,1,Yes
32484,Have you heard of any attractions nearby that interest you?,there are a few I think,1,Yes
32485,Want to grab something to eat?,If we can make it quick.,1,Yes
32486,Do you sing?,I don't sing in public.,1,Yes
32489,Would you like to go to the movies this weekend?,That would be fun.,1,Yes
32490,Does music help you relax?,It helps set the mood for every situation.,1,Yes
32491,Do you still live on West End road?,I live on the East End road now.,0,No
32492,Are you studying somewhere?,I am not in school.,0,No
32493,Want to grab drinks tonight?,Let's go to the bar right now.,1,Yes
32494,Do you prefer to fly when traveling?,Driving with an infant is miserable.,1,Yes
32495,Want to go see some live music with me tonight?,that sounds great,1,Yes
32496,Have you tried the new deli in our neighborhood?,If I knew where it was I would go.,0,No
32497,Do you like burgers?,I often have veggie burgers.,1,Yes
32498,Do you like water sports?,I prefer land.,0,No
32499,Want to go for a hike tomorrow?,If I can borrow your walking stick.,1,Yes
32500,Do you like food trucks?,Only if the food is well cooked.,1,Yes
32501,Do you prefer to be active?,Running hurts my knees.,0,No
32503,Do you enjoy being outdoor?,I always opt for getting fresh air.,1,Yes
32504,Do you like mystery stories?,They're pretty boring to be honest.,0,No
32505,Are you new in town?,I've lived in the area for years.,0,No
32506,Are you trying to be more independent?,Freelancing is the dream.,1,Yes
32507,Do you read a lot of books?,I only have time to read 2 books a year.,0,No
32508,Does the neighborhood have a good reputation?,The crime rate is low.,1,Yes
32509,Are you rich?,I'm wealthy.,1,Yes
32510,Do you go out on the weekends?,I like to stay at home.,0,No
32512,Would you like to join me for happy hour?,Let's go to Friday's for drinks.,1,Yes
32513,Are you into non-fiction?,I prefer fiction,0,No
32514,Are you a fan of going to the cinema?,I love watching movies on the big screen.,1,Yes
32515,Have you tried Ethiopian food?,I am not keen on food from the African continent.,0,No
32516,Are burgers ok?,Burgers are a favorite,1,Yes
32517,Are long books your thing?,If the story is interesting.,1,Yes
32518,Are you still in the same job as last time I saw you?,I'm still at the same office.,1,Yes
32520,Do you like hip/hop music?,When I'm running.,1,Yes
32521,Are you bored in your current job?,I've been doing the same thing for a long time.,1,Yes
32522,Do you prefer short stories over novels?,Novels are more satisfying.,0,No
32524,Are you going to a show this weekend?,I'm staying in and doing chores.,0,No
32525,Have you tried the barbecue place here?,It's our go to BBQ place.,1,Yes
32526,Do you still visit the area often?,I don't have a lot of reasons to.,0,No
32527,Are you a Stephen King fan?,I do like his books,1,Yes
32528,Have you read Hunger Games yet?,I've only seen the movies.,0,No
32529,Want to go the the concert tonight?,I'd love nothing more.,1,Yes
32530,Have you read the 50 Shades trilogy yet?,I haven't managed to finish it.,1,Yes
32531,Are you new to the city?,We've been coming here for years.,0,No
32532,Do you have any siblings?,I have a sister,1,Yes
32533,Do you have your own washer and dryer?,I have to use the laundromat.,0,No
32534,Do you have a family?,"I have two kids, a husband, and a parrot.",1,Yes
32535,Do you still work in tech?,I'm still at the same job.,1,Yes
32536,Are you going to go out this weekend?,I'm going clubbing every night.,1,Yes
32537,Did you enjoy your flight?,The in-flight meal was delicious.,1,Yes
32538,Do you like to read self-help books?,I can use all the help I can get.,1,Yes
32539,Do you still like pokemon?,it's still so much fun.,1,Yes
32540,Do you like burritos,Once in a while.,1,Yes
32541,Are you a hiker?,I'm more of a biker.,0,No
32542,Are you allowed to eat pasta on your diet?,I can't eat gluten.,0,No
32543,Did you move back?,I did move back a year ago,1,Yes
32544,Do you read self-help books?,I prefer science fiction.,0,No
32545,Do you enjoy nature?,I am an avid bird watcher.,1,Yes
32546,Is shopping up your alley?,I prefer outdoor adventures,0,No
32547,Do you have a favorite musician?,I would have to say John Mayer.,1,Yes
32548,Are you tired?,My flight was exhausting.,1,Yes
32549,Will you need a loan to buy it?,I am quite rich.,0,No
32550,Was your job stressful?,It has been stressful lately,1,Yes
32551,Have you got roommates?,I have a couple of friends living with me.,1,Yes
32552,Do you go bar hoping often?,I gave up drinking.,0,No
32553,Do you like going to the gym at the weekend ?,some weekend I do,1,Yes
32554,Do you go fishing for the weekends?,I find that boring,0,No
32555,Have you been to a live concert?,I saw Phillip Glass recently.,1,Yes
32556,Have you lived in New York before?,I've been there on vacation.,0,No
32557,Any ideas on exactly where you'd like to buy?,I want to live in Brooklyn.,1,Yes
32558,Can you deal with the commute?,I can ride my bike to work.,1,Yes
32559,Do you have a lift home?,I've got a car.,1,Yes
32560,Want to come in and have a cup of tea ?,"Duty calls, Im heading to work.",0,No
32561,Do you like fancy cars?,I'm a simplistic person,0,No
32562,Are you watching a movie this weekend?,if there is anything good on,1,Yes
32563,Would you like to go to the movies tonight?,If you are inviting me.,1,Yes
32564,Are you a dessert connoisseur?,I don't have a sweet tooth.,0,No
32565,Do you still play football?,Not since college.,0,No
32566,Shall we going shopping?,I need some new pants.,1,Yes
32567,Did you have a passion for thriller novels?,I've never been into thrillers.,0,No
32568,Is it a newly formed company?,They've been around for a couple decades.,0,No
32569,You driving tonight?,I think I will get a taxi later.,0,No
32570,Do you want to get a bagel?,I crave bagels all the time.,1,Yes
32571,Would you like to take the spare key to my house?,thats very kind,1,Yes
32572,Do you have any recommendations for me?,I can't think of anything.,0,No
32573,Is it close to your house?,I'll have to buy a car.,0,No
32574,Do you still talk to our friend Katie?,She was in my wedding party.,1,Yes
32575,Are you enjoying your job?,I do enjoy my job most of the time,1,Yes
32576,Have you any photos of your family now?,I might have some on my phone.,1,Yes
32577,Have you ever try Asian food?,I absolutely love it.,1,Yes
32578,Did you go anywhere last weekend?,We went skiiing.,1,Yes
32579,Do you have dietary restrictions?,Veganism restricts my options.,1,Yes
32580,Are you more into fancy restaurants?,I prefer casual restaurants.,0,No
32581,Would you like to do a cookout sometime?,If you let me bring the meat.,1,Yes
32582,"I've really been wanting to go back to the arcade this weekend, does that sound like fun to you?",I'd need to get some quarters.,1,Yes
32583,Have you read the Game of Throne books?,I found the shows to be good enough.,0,No
32584,Do you like to eat out?,Eating out is a treat,1,Yes
32585,Did your mom ever find out we wrecked her car?,She figured it out.,1,Yes
32586,Are you doing well?,I've been a little depressed.,0,No
32587,Have you traveled out of the country?,Only a few times.,1,Yes
32588,Do you still talk to our friend Katie?,She called me last week.,1,Yes
32589,Have you been to this area before?,I have been ages ago,1,Yes
32590,Do you need more than 2 bedrooms?,I need at least three bedrooms.,1,Yes
32591,Would you listen to Kpop?,It is not my kind of music,0,No
32592,Do you like going to dance clubs?,Loud music drives me nuts.,0,No
32593,Do you want to travel somewhere?,Where are you thinking?,1,Yes
32594,Have you lived in Austin long?,Only for a few months.,0,No
32595,Do you like short stories?,Only if they are classics,1,Yes
32596,Do you want to go for a drink?,I have to go home and make dinner.,0,No
32598,Did you want to see that movie?,If it's a horror movie I do.,1,Yes
32599,Do you have a realtor?,Here name is Ana and she's very helpful.,1,Yes
32600,Do you like fantasy novels?,Lord of the Rings is my favorite series.,1,Yes
32601,Are you interested in mysteries?,Sherlock Holmes is my favorite character.,1,Yes
32602,Was that biography that you read any good?,It was very interesting and kept my attention throughout.,1,Yes
32603,Have you lived in Austin long?,About a week,0,No
32604,Can you shoot pool?,I used be be quite the shark in college.,1,Yes
32605,Are you going to the gym?,I need to pump iron.,1,Yes
32606,Do you like your boss?,She seems really smart.,1,Yes
32607,Want to grab a coffee one of these days?,If we can meet before 5pm.,1,Yes
32608,Hey do you enjoy jazz lounges?,I'm not a big jazz fan.,0,No
32609,Are you into theater plays?,some of them are okay,1,Yes
32610,Do you like cheeseburgers?,Anything with cheese works for me.,1,Yes
32611,Do you have any plans this evening?,I have nothing on yet,0,No
32612,Is your job in Portland?,My job is on Vancouver.,0,No
32613,Do you have any fun plans for the weekend?,Going surfing Saturday.,1,Yes
32614,Is it close to work?,It's a 2 minute walk.,1,Yes
32615,You have any children?,I'm single.,0,No
32616,Would you like to go camping this weekend at the park?,I'd rather see the dentist.,0,No
32617,Do you have a Spotify account?,I`d rather listen to iTunes.,0,No
32618,Are you parents still alive?,They're as healthy as ever.,1,Yes
32620,Do you like parks?,I am often at the park.,1,Yes
32621,Do you like the idea of signing up with recruitment agents?,A recruiter is just fine to me.,1,Yes
32622,Have you taken a Uber?,Their app was easy to use.,1,Yes
32623,Was it a smooth trip?,I have never slept so well.,1,Yes
32624,Have you been at your current job for at least two years?,Only if you count my internship.,1,Yes
32625,Do you like fantasy novels?,It depends on how well-developed the fantasy worlds are.,1,Yes
32626,Are you married ?,I am engaged,0,No
32627,Do you want me to give you a lift home?,My girlfriend is picking me up.,0,No
32628,Do you like to watch murder mysteries?,I prefer sci-fi.,0,No
32629,Do you have a job lined up?,I've had a couple of offers.,1,Yes
32630,Are you into modern art?,I love anything involving art!,1,Yes
